CAMERA TYPE,CAMERA LOCATION CODE,LOCATION DESCRIPTION,Location
MOBILE SPEED CAMERA,0080C,"Kings Ave, Parkes ACT 2600, Australia","(-35.30585, 149.13078)"
MOBILE SPEED CAMERA,0024C,"Tuggeranong Pkwy, Molonglo Valley ACT 2611, Australia","(-35.30756, 149.06193)"
MOBILE SPEED CAMERA,0175B,"Sternberg Cres, Wanniassa ACT 2903, Australia","(-35.40105, 149.09489)"
MOBILE SPEED CAMERA,0261A,"Cunningham St, Kingston ACT 2604, Australia","(-35.317858, 149.150901)"
MOBILE SPEED CAMERA,0133A,"265 Canberra Ave, Fyshwick ACT 2609, Australia","(-35.33261, 149.16536)"
MOBILE SPEED CAMERA,0109B,"Ginninderra Dr, MacGregor ACT 2615, Australia","(-35.20152, 149.02059)"
MOBILE SPEED CAMERA,0120B,"73 Kalgoorlie Cres, Fisher ACT 2611, Australia","(-35.36205, 149.05662)"
MOBILE SPEED CAMERA,0091D,"Ellenborough St, Kaleen ACT 2617, Australia","(-35.23164, 149.11515)"
MOBILE SPEED CAMERA,0162A,"75 Carruthers St, Curtin ACT 2605, Australia","(-35.32688, 149.07548)"
MOBILE SPEED CAMERA,0139D,"166 Captain Cook Cres, Narrabundah ACT 2604, Australia","(-35.33458, 149.14572)"
MOBILE SPEED CAMERA,0016I,"Atsic Culture Centre, 245 Lady Denman Dr, Australian Capital Territory 2600, Australia","(-35.28808, 149.08338)"
MOBILE SPEED CAMERA,3046A,"56 Goodwin St, Lyneham ACT 2602, Australia","(-35.25293, 149.131042)"
MOBILE SPEED CAMERA,0228E,"Well Station Dr, Harrison ACT 2914, Australia","(-35.209733, 149.158721)"
MOBILE SPEED CAMERA,0119E,"Horse Park Dr, Forde ACT 2914, Australia","(-35.17682, 149.14006)"
MOBILE SPEED CAMERA,0094C,"264 Southern Cross Dr, Latham ACT 2615, Australia","(-35.2195, 149.02132)"
MOBILE SPEED CAMERA,0028C,"15 Pockett Ave, Banks ACT 2906, Australia","(-35.46517, 149.09394)"
MOBILE SPEED CAMERA,0082D,"William Hovell Dr, Australian Capital Territory 2615, Australia","(-35.24617, 149.02726)"
MOBILE SPEED CAMERA,0076A,"77 Yamba Dr, Garran ACT 2605, Australia","(-35.34636, 149.09959)"
MOBILE SPEED CAMERA,0091E,"50 Ellenborough St, Lyneham ACT 2602, Australia","(-35.2344, 149.12539)"
MOBILE SPEED CAMERA,0203A,"Rsl National Headquarters, 83 Constitution Ave, Campbell ACT 2612, Australia","(-35.29314, 149.14741)"
MOBILE SPEED CAMERA,3011B,"48 Melbourne Ave, Forrest ACT 2603, Australia","(-35.316771, 149.116587)"
MOBILE SPEED CAMERA,0124C,"180 Starke St, Holt ACT 2615, Australia","(-35.22181, 149.01722)"
MOBILE SPEED CAMERA,0015E,"120 Kingsford Smith Dr, Melba ACT 2615, Australia","(-35.20297, 149.05394)"
MOBILE SPEED CAMERA,0186A,"48 Athllon Dr, Greenway ACT 2900, Australia","(-35.42308, 149.06763)"
MOBILE SPEED CAMERA,0200A,"Harlington, Unit 13/200 Baldwin Dr, Giralang ACT 2617, Australia","(-35.21979, 149.09824)"
MOBILE SPEED CAMERA,0153C,"47 Warragamba Ave, Duffy ACT 2611, Australia","(-35.33053, 149.03384)"
MOBILE SPEED CAMERA,0042A,"91 Petterd St, Page ACT 2614, Australia","(-35.23932, 149.04509)"
MOBILE SPEED CAMERA,0020I,"Monaro Hwy, Hume ACT 2620, Australia","(-35.39488, 149.15771)"
MOBILE SPEED CAMERA,0004I,"Belconnen Way, Bruce ACT 2617, Australia","(-35.25115, 149.07759)"
MOBILE SPEED CAMERA,0018H,"Woden Gardens, 179 Melrose Dr, Lyons ACT 2606, Australia","(-35.34534, 149.08294)"
MOBILE SPEED CAMERA,3016A,"46 Mugga Way, Red Hill ACT 2603, Australia","(-35.331375, 149.122657)"
MOBILE SPEED CAMERA,0004O,"Belconnen Way, Belconnen ACT 2617, Australia","(-35.24421, 149.05857)"
MOBILE SPEED CAMERA,0074C,"662 Mugga Ln, Canberra ACT 2901, Australia","(-35.39671, 149.14765)"
MOBILE SPEED CAMERA,0180B,"16 Spalding St, Flynn ACT 2615, Australia","(-35.20182, 149.04982)"
MOBILE SPEED CAMERA,0115I,"Isabella Dr, Gowrie ACT 2904, Australia","(-35.42005, 149.10769)"
MOBILE SPEED CAMERA,0044D,"144 Tillyard Dr, Flynn ACT 2615, Australia","(-35.19669, 149.04213)"
MOBILE SPEED CAMERA,0102J,"Fairbairn Ave, Campbell ACT 2612, Australia","(-35.28361, 149.15784)"
MOBILE SPEED CAMERA,0024B,"Tuggeranong Pkwy, Molonglo Valley ACT 2611, Australia","(-35.3079, 149.06222)"
MOBILE SPEED CAMERA,0066A,"Ginninderra Dr, Kaleen ACT 2617, Australia","(-35.2412, 149.10539)"
MOBILE SPEED CAMERA,0158C,"Woodcock Dr, Bonython ACT 2905, Australia","(-35.44439, 149.08074)"
MOBILE SPEED CAMERA,3027A,"39 Boddington Cres, Kambah ACT 2902, Australia","(-35.380428, 149.052719)"
MOBILE SPEED CAMERA,0091F,"50 Ellenborough St, Lyneham ACT 2602, Australia","(-35.24143, 149.12637)"
MOBILE SPEED CAMERA,0046A,"57 Newman-Morris Circuit, Oxley ACT 2903, Australia","(-35.40984, 149.07526)"
MOBILE SPEED CAMERA,0096K,"Coulter Dr, Belconnen ACT 2617, Australia","(-35.23784, 149.05781)"
MOBILE SPEED CAMERA,0118G,"Tharwa Dr, Conder ACT 2906, Australia","(-35.44793, 149.09219)"
MOBILE SPEED CAMERA,0119H,"Horse Park Dr, Gungahlin ACT 2912, Australia","(-35.18298, 149.15248)"
MOBILE SPEED CAMERA,0072A,"Monaro Hwy, Gilmore ACT 2905, Australia","(-35.41366, 149.14493)"
MOBILE SPEED CAMERA,0247A,"440 Tidbinbilla Rd, Paddys River ACT 2620, Australia","(-35.450671, 148.981382)"
MOBILE SPEED CAMERA,0167B,"42 Hodgson Cres, Pearce ACT 2607, Australia","(-35.36081, 149.08434)"
MOBILE SPEED CAMERA,0083B,"Commonwealth Ave, Parkes ACT 2600, Australia","(-35.28878, 149.12762)"
MOBILE SPEED CAMERA,0002N,"170 Antill St, Downer ACT 2602, Australia","(-35.24829, 149.14927)"
MOBILE SPEED CAMERA,0233E,"Cotter Rd, Weston ACT 2611, Australia","(-35.323583, 149.056323)"
MOBILE SPEED CAMERA,0166C,"99 Beasley St, Torrens ACT 2607, Australia","(-35.372, 149.08604)"
MOBILE SPEED CAMERA,0184B,"42 Telopea Park, Barton ACT 2600, Australia","(-35.31572, 149.13779)"
FIXED ONLY SPEED CAMERA,1030,FEDERAL HIGHWAY BETWEEN ZELLING STREET AND ANTILL STREET,"(-35.22567, 149.16112)"
MOBILE SPEED CAMERA,3036A,"173 Phillip Ave, Hackett ACT 2602, Australia","(-35.248805, 149.154729)"
MOBILE SPEED CAMERA,0097A,"Eastern Valley Way, Belconnen ACT 2617, Australia","(-35.24594, 149.07515)"
MOBILE SPEED CAMERA,0168C,"72 Blamey Cres, Campbell ACT 2612, Australia","(-35.28634, 149.15115)"
MOBILE SPEED CAMERA,0168A,"59-69 Blamey Cres, Campbell ACT 2612, Australia","(-35.28609, 149.15099)"
MOBILE SPEED CAMERA,0059A,"150 Belconnen Way, Scullin ACT 2614, Australia","(-35.24087, 149.03474)"
MOBILE SPEED CAMERA,0057A,"214 Northbourne Ave, Braddon ACT 2612, Australia","(-35.2631, 149.13178)"
MOBILE SPEED CAMERA,0075A,"Parkes Way, Acton ACT 2601, Australia","(-35.28554, 149.11247)"
MOBILE SPEED CAMERA,0020J,"Monaro Hwy, Hume ACT 2620, Australia","(-35.39584, 149.15603)"
MOBILE SPEED CAMERA,0142B,"585 Sutton Rd, Australian Capital Territory, Australia","(-35.31111, 149.24746)"
MOBILE SPEED CAMERA,0022H,"383 Northbourne Ave, Dickson ACT 2602, Australia","(-35.25142, 149.13354)"
MOBILE SPEED CAMERA,0028B,"52 Pockett Ave, Banks ACT 2906, Australia","(-35.46851, 149.09654)"
MOBILE SPEED CAMERA,0146B,"78 Perry Dr, Chapman ACT 2611, Australia","(-35.35658, 149.03845)"
MOBILE SPEED CAMERA,0154A,"21 Barraclough Cres, Monash ACT 2904, Australia","(-35.41678, 149.09937)"
MOBILE SPEED CAMERA,0031D,"147 Springvale Dr, Weetangera ACT 2614, Australia","(-35.25803, 149.0519)"
MOBILE SPEED CAMERA,0233A,"Cotter Rd, Yarralumla ACT 2600, Australia","(-35.31267, 149.08508)"
MOBILE SPEED CAMERA,0082C,"William Hovell Dr, Australian Capital Territory 2615, Australia","(-35.26056, 149.02951)"
MOBILE SPEED CAMERA,0045A,"160 Dryandra St, O'Connor ACT 2602, Australia","(-35.25524, 149.11091)"
MOBILE SPEED CAMERA,0020N,"Monaro Hwy, Canberra ACT 2901, Australia","(-35.39934, 149.15085)"
MOBILE SPEED CAMERA,0178D,"Kianga, 144 Flemington Rd, Harrison ACT 2914, Australia","(-35.20343, 149.14849)"
MOBILE SPEED CAMERA,3042A,"41 Mulley St, Holder ACT 2611, Australia","(-35.332975, 149.049043)"
MOBILE SPEED CAMERA,0081E,"121 William Hovell Dr, Molonglo Valley ACT 2611, Australia","(-35.27616, 149.07201)"
MOBILE SPEED CAMERA,0103A,"75 Flinders Way, Griffith ACT 2603, Australia","(-35.32703, 149.12983)"
RED LIGHT AND SPEED CAMERA,1021,HINDMARSH DRIVE/YAMBA DRIVE,"(-35.35072, 149.101271)"
MOBILE SPEED CAMERA,0015I,"Kingsford Smith Dr, Scullin ACT 2614, Australia","(-35.23328, 149.03422)"
MOBILE SPEED CAMERA,0012M,"Gungahlin Dr, Ngunnawal ACT 2913, Australia","(-35.180415, 149.108837)"
MOBILE SPEED CAMERA,0178G,"Edge Apartments, 329 Flemington Rd, Franklin ACT 2913, Australia","(-35.18755, 149.14593)"
MOBILE SPEED CAMERA,0238A,"Lhotsky St, Charnwood ACT 2615, Australia","(-35.1989, 149.031571)"
MOBILE SPEED CAMERA,0144A,"133 Boddington Cres, Kambah ACT 2902, Australia","(-35.39014, 149.05303)"
MOBILE SPEED CAMERA,0068B,"Erindale Dr, Canberra ACT 2901, Australia","(-35.39095, 149.11061)"
MOBILE SPEED CAMERA,0119O,"Horse Park Dr, Ngunnawal ACT 2913, Australia","(-35.164417, 149.101484)"
MOBILE SPEED CAMERA,0006F,"Coppins Crossing Rd, Molonglo Valley ACT 2611, Australia","(-35.27135, 149.05033)"
MOBILE SPEED CAMERA,0055F,"Athllon Dr, Phillip ACT 2606, Australia","(-35.35076, 149.09047)"
MOBILE SPEED CAMERA,0022F,"259 Northbourne Ave, Dickson ACT 2602, Australia","(-35.25562, 149.13285)"
MOBILE SPEED CAMERA,0216A,"John Cleland Cres, Florey ACT 2615, Australia","(-35.22417, 149.05494)"
MOBILE SPEED CAMERA,0237B,"20 Railway St, Oaks Estate ACT 2620, Australia","(-35.342132, 149.226579)"
MOBILE SPEED CAMERA,0228C,"Well Station Dr, Mitchell ACT 2911, Australia","(-35.207973, 149.143581)"
MOBILE SPEED CAMERA,0012E,"Gungahlin Dr, Gungahlin ACT 2912, Australia","(-35.19042, 149.12463)"
MOBILE SPEED CAMERA,0090B,"Majura Parkway, Canberra ACT 2609, Australia","(-35.22927, 149.19663)"
MOBILE SPEED CAMERA,0156B,"86 Streeton Dr, Rivett ACT 2611, Australia","(-35.34919, 149.04307)"
MOBILE SPEED CAMERA,0072R,"8814 Monaro Hwy, Royalla NSW 2620, Australia","(-35.470501, 149.137987)"
MOBILE SPEED CAMERA,0044E,"26 Tillyard Dr, Flynn ACT 2615, Australia","(-35.20492, 149.03708)"
FIXED ONLY SPEED CAMERA,1034,"TUGGERANONG PARKWAY NEAR COTTER ROAD OVERPASS, NORTHBOUND","(-35.3193, 149.06346)"
MOBILE SPEED CAMERA,0016D,"592 Lady Denman Dr, Yarralumla ACT 2600, Australia","(-35.30992, 149.07826)"
MOBILE SPEED CAMERA,0158A,"Woodcock Dr, Gordon ACT 2906, Australia","(-35.45042, 149.08297)"
MOBILE SPEED CAMERA,0178L,"Australian Archives, 95 Flemington Rd, Mitchell ACT 2911, Australia","(-35.22397, 149.14417)"
MOBILE SPEED CAMERA,0055D,"Athllon Dr, Torrens ACT 2607, Australia","(-35.36784, 149.09241)"
MOBILE SPEED CAMERA,0071A,"Canberra College-Woden Campus, 2 Launceston St, Phillip ACT 2606, Australia","(-35.34104, 149.08541)"
MOBILE SPEED CAMERA,0008B,"Erindale Dr, Fadden ACT 2904, Australia","(-35.39788, 149.10498)"
MOBILE SPEED CAMERA,0012B,"Gungahlin Dr, Gungahlin ACT 2912, Australia","(-35.191, 149.12534)"
MOBILE SPEED CAMERA,0003G,"Athllon Dr, Farrer ACT 2607, Australia","(-35.38032, 149.09372)"
MOBILE SPEED CAMERA,0015B,"265 Kingsford Smith Dr, Spence ACT 2615, Australia","(-35.19422, 149.06092)"
MOBILE SPEED CAMERA,0173A,"130 Oaks Estate Rd, Canberra ACT 2609, Australia","(-35.33249, 149.22946)"
MOBILE SPEED CAMERA,0060C,"117 Phillip Ave, Watson ACT 2602, Australia","(-35.24446, 149.15335)"
MOBILE SPEED CAMERA,0125B,"27 Castieau St, Higgins ACT 2615, Australia","(-35.23035, 149.03087)"
MOBILE SPEED CAMERA,0176C,"44 Hurley St, Mawson ACT 2607, Australia","(-35.35833, 149.09387)"
MOBILE SPEED CAMERA,0004T,"Belconnen Way, Belconnen ACT 2617, Australia","(-35.24897, 149.0715)"
MOBILE SPEED CAMERA,0037A,"22 Namatjira Dr, Weston ACT 2611, Australia","(-35.34293, 149.05751)"
MOBILE SPEED CAMERA,0002I,"363 Antill St, Watson ACT 2602, Australia","(-35.23236, 149.16648)"
MOBILE SPEED CAMERA,0068A,"Erindale Dr, Canberra ACT 2901, Australia","(-35.39188, 149.10889)"
MOBILE SPEED CAMERA,3050B,"134 Oodgeroo Ave, Franklin ACT 2913, Australia","(-35.197066, 149.145771)"
MOBILE SPEED CAMERA,0009B,"7 Florey Dr, MacGregor ACT 2615, Australia","(-35.21819, 149.01942)"
MOBILE SPEED CAMERA,0218A,"29 Krefft St, Florey ACT 2615, Australia","(-35.223, 149.04277)"
MOBILE SPEED CAMERA,0078A,"Canberra Ave, Fyshwick ACT 2609, Australia","(-35.32845, 149.15852)"
MOBILE SPEED CAMERA,0020G,"Monaro Hwy, Hume ACT 2620, Australia","(-35.39066, 149.16373)"
MOBILE SPEED CAMERA,0086D,"Canberra High School, 4 Bindubi St, Macquarie ACT 2614, Australia","(-35.251716, 149.075236)"
MOBILE SPEED CAMERA,3044A,"133 Streeton Dr, Stirling ACT 2611, Australia","(-35.355123, 149.042546)"
MOBILE SPEED CAMERA,0052C,"44 Novar St, Yarralumla ACT 2600, Australia","(-35.30853, 149.09836)"
MOBILE SPEED CAMERA,3028B,"24 Ashburton Circuit, Kaleen ACT 2617, Australia","(-35.22518, 149.113981)"
MOBILE SPEED CAMERA,3058A,"109 Hambidge Cres, Chisholm ACT 2905, Australia","(-35.418558, 149.122323)"
MOBILE SPEED CAMERA,0102A,"319 Fairbairn Ave, Pialligo ACT 2609, Australia","(-35.2965, 149.17462)"
MOBILE SPEED CAMERA,0102I,"Fairbairn Ave, Campbell ACT 2612, Australia","(-35.28433, 149.16012)"
MOBILE SPEED CAMERA,0178F,"Nexus Apartments, 289 Flemington Rd, Franklin ACT 2913, Australia","(-35.19177, 149.15128)"
MOBILE SPEED CAMERA,0087B,"15 Clift Cres, Richardson ACT 2905, Australia","(-35.42542, 149.10587)"
MOBILE SPEED CAMERA,0084D,"303 Gundaroo Dr, Gungahlin ACT 2912, Australia","(-35.18042, 149.13137)"
MOBILE SPEED CAMERA,0235A,"76-88 Mapleton Ave, Harrison ACT 2914, Australia","(-35.19435, 149.15427)"
MOBILE SPEED CAMERA,0172C,"Lawrence Wackett Cres, Theodore ACT 2905, Australia","(-35.44389, 149.12244)"
MOBILE SPEED CAMERA,0187C,"Airport Zone Stock Hold, 540 Pialligo Ave, Canberra ACT 2609, Australia","(-35.32488, 149.22152)"
MOBILE SPEED CAMERA,3009A,"68 Bandjalong Cres, Aranda ACT 2614, Australia","(-35.256223, 149.079421)"
MOBILE SPEED CAMERA,0271A,"14 Donaldson St, Braddon ACT 2612, Australia","(-35.275509, 149.136237)"
MOBILE SPEED CAMERA,0037C,"136 Namatjira Dr, Chapman ACT 2611, Australia","(-35.35679, 149.04881)"
MOBILE SPEED CAMERA,0032B,"170 Kerrigan St, Dunlop ACT 2615, Australia","(-35.1898, 149.02079)"
MOBILE SPEED CAMERA,3007A,"129 Majura Ave, Dickson ACT 2602, Australia","(-35.253978, 149.147274)"
MOBILE SPEED CAMERA,0065A,"Barry Dr, O'Connor ACT 2602, Australia","(-35.26063, 149.1071)"
MOBILE SPEED CAMERA,0002C,"121 Antill St, Downer ACT 2602, Australia","(-35.24843, 149.14535)"
MOBILE SPEED CAMERA,0017E,"Long Gully Rd, Canberra ACT 2901, Australia","(-35.38908, 149.13325)"
MOBILE SPEED CAMERA,0207A,"11 Fairfax St, O'Connor ACT 2602, Australia","(-35.25921, 149.11369)"
MOBILE SPEED CAMERA,0071B,"Woden Squash Courts, 4 Launceston St, Phillip ACT 2606, Australia","(-35.34074, 149.08501)"
MOBILE SPEED CAMERA,0111G,"66 Limestone Ave, Ainslie ACT 2602, Australia","(-35.27136, 149.14136)"
MOBILE SPEED CAMERA,0129C,"Monaro Hwy, Fyshwick ACT 2609, Australia","(-35.31405, 149.16923)"
MOBILE SPEED CAMERA,0206D,"18 MacArthur Ave, O'Connor ACT 2602, Australia","(-35.25929, 149.12022)"
MOBILE SPEED CAMERA,02010D,"53 Lyttleton Cres, Cook ACT 2614, Australia","(-35.2612, 149.06567)"
MOBILE SPEED CAMERA,0002E,"165 Antill St, Downer ACT 2602, Australia","(-35.24791, 149.14976)"
MOBILE SPEED CAMERA,3049A,"40 Wimmera St, Harrison ACT 2914, Australia","(-35.195384, 149.152436)"
MOBILE SPEED CAMERA,0138B,"77 Kent St, Deakin ACT 2600, Australia","(-35.32194, 149.09801)"
MOBILE SPEED CAMERA,0035A,"66-74 Mugga Way, Red Hill ACT 2603, Australia","(-35.33704, 149.12212)"
MOBILE SPEED CAMERA,0131A,"Ginninderra Gardens, 23 Burkitt St, Page ACT 2614, Australia","(-35.23572, 149.05081)"
MOBILE SPEED CAMERA,0213C,"202 Osburn Dr, MacGregor ACT 2615, Australia","(-35.2154, 149.01548)"
MOBILE SPEED CAMERA,0156G,"54 Streeton Dr, Rivett ACT 2611, Australia","(-35.3469, 149.04571)"
MOBILE SPEED CAMERA,0069E,"Erindale Dr, Monash ACT 2904, Australia","(-35.40759, 149.08988)"
MOBILE SPEED CAMERA,0079C,"722 Canberra Ave, Symonston ACT 2609, Australia","(-35.34429, 149.19382)"
MOBILE SPEED CAMERA,3021A,"Myalla Gardens, 112 Lambrigg St, Farrer ACT 2607, Australia","(-35.379083, 149.107299)"
MOBILE SPEED CAMERA,0053F,"136 Goyder St, Narrabundah ACT 2604, Australia","(-35.33705, 149.1552)"
MOBILE SPEED CAMERA,0068E,"Erindale Dr, Canberra ACT 2901, Australia","(-35.38595, 149.1161)"
MOBILE SPEED CAMERA,0102H,"Fairbairn Ave, Campbell ACT 2612, Australia","(-35.28555, 149.16236)"
MOBILE SPEED CAMERA,0041C,"147 Learmonth Dr, Kambah ACT 2902, Australia","(-35.39301, 149.04422)"
MOBILE SPEED CAMERA,0138A,"107 Kent St, Deakin ACT 2600, Australia","(-35.32454, 149.0967)"
MOBILE SPEED CAMERA,0102G,"Fairbairn Ave, Campbell ACT 2612, Australia","(-35.28573, 149.16329)"
MOBILE SPEED CAMERA,0257B,"32 Deamer Cres, Richardson ACT 2905, Australia","(-35.430828, 149.123369)"
MOBILE SPEED CAMERA,0096C,"Coulter Dr, Australian Capital Territory 2615, Australia","(-35.26126, 149.05598)"
MOBILE SPEED CAMERA,3019A,"30 Marr St, Pearce ACT 2607, Australia","(-35.361795, 149.087758)"
MOBILE SPEED CAMERA,0023I,"Parkes Way, Acton ACT 2601, Australia","(-35.2851, 149.09929)"
MOBILE SPEED CAMERA,0181A,"182 Majura Ave, Ainslie ACT 2602, Australia","(-35.25182, 149.15251)"
MOBILE SPEED CAMERA,3030A,"139 Kelleway Ave, Nicholls ACT 2913, Australia","(-35.17976, 149.092719)"
MOBILE SPEED CAMERA,0002P,"97 Antill St, Downer ACT 2602, Australia","(-35.24892, 149.14297)"
MOBILE SPEED CAMERA,0178C,"100 Flemington Rd, Mitchell ACT 2911, Australia","(-35.212, 149.14674)"
MOBILE SPEED CAMERA,0002D,"121 Antill St, Downer ACT 2602, Australia","(-35.24855, 149.1453)"
MOBILE SPEED CAMERA,0155B,"21-23 Charleston St, Monash ACT 2904, Australia","(-35.4172, 149.07982)"
MOBILE SPEED CAMERA,0012F,"Gungahlin Dr, Gungahlin ACT 2912, Australia","(-35.19667, 149.13034)"
MOBILE SPEED CAMERA,0119M,"Horse Park Dr, Ngunnawal ACT 2913, Australia","(-35.153193, 149.111042)"
MOBILE SPEED CAMERA,0263A,"23 Marconi Cres, Kambah ACT 2902, Australia","(-35.378508, 149.059674)"
MOBILE SPEED CAMERA,0047A,"52 Chuculba Cres, Giralang ACT 2617, Australia","(-35.20928, 149.0945)"
MOBILE SPEED CAMERA,0124B,"186 Starke St, Holt ACT 2615, Australia","(-35.22099, 149.01742)"
MOBILE SPEED CAMERA,0230B,"John Gorton Dr, Denman Prospect ACT 2611, Australia","(-35.297275, 149.034234)"
MOBILE SPEED CAMERA,0018C,"152 Melrose Dr, Phillip ACT 2606, Australia","(-35.35392, 149.08598)"
MOBILE SPEED CAMERA,0200B,"High School, 104 Baldwin Dr, Kaleen ACT 2617, Australia","(-35.22638, 149.09996)"
MOBILE SPEED CAMERA,0072D,"Monaro Hwy, Gilmore ACT 2905, Australia","(-35.42684, 149.1377)"
MOBILE SPEED CAMERA,0256B,"291 Bugden Ave, Fadden ACT 2904, Australia","(-35.400455, 149.122919)"
MOBILE SPEED CAMERA,0156I,"86 Streeton Dr, Rivett ACT 2611, Australia","(-35.34929, 149.04321)"
MOBILE SPEED CAMERA,0089D,"Depot, 917 Federal Hwy, Australian Capital Territory 2912, Australia","(-35.215409, 149.184654)"
MOBILE SPEED CAMERA,0177B,"51 Madigan St, Hackett ACT 2602, Australia","(-35.24761, 149.16331)"
RED LIGHT AND SPEED CAMERA,1024,CANBERRA AVENUE/CAPTAIN COOK CRESCENT/MANUKA CIRCLE,"(-35.31963, 149.135771)"
MOBILE SPEED CAMERA,0170B,"Childcare Centre, 19 Giles St, Kingston ACT 2604, Australia","(-35.31744, 149.13879)"
MOBILE SPEED CAMERA,3033A,"57 Ratcliffe Cres, Florey ACT 2615, Australia","(-35.226658, 149.052354)"
MOBILE SPEED CAMERA,0088C,"919 Cotter Rd, Stromlo ACT 2611, Australia","(-35.33647, 149.003831)"
MOBILE SPEED CAMERA,0158B,"Woodcock Dr, Gordon ACT 2906, Australia","(-35.44779, 149.07923)"
MOBILE SPEED CAMERA,0101B,"107 Nemarang Cres, Waramanga ACT 2611, Australia","(-35.35196, 149.06259)"
MOBILE SPEED CAMERA,3045A,"104 Bugden Ave, Gowrie ACT 2904, Australia","(-35.414688, 149.111849)"
MOBILE SPEED CAMERA,3037A,"64 Knox St, Watson ACT 2602, Australia","(-35.237474, 149.152808)"
MOBILE SPEED CAMERA,0185C,"21 Brisbane Ave, Barton ACT 2600, Australia","(-35.30938, 149.13446)"
MOBILE SPEED CAMERA,0072M,"Monaro Hwy, Australian Capital Territory 2901, Australia","(-35.52339, 149.144131)"
MOBILE SPEED CAMERA,0077H,"Yarra Glen, Hughes ACT 2605, Australia","(-35.32995, 149.08638)"
MOBILE SPEED CAMERA,0132B,"75-77 Canberra Ave, Griffith ACT 2603, Australia","(-35.32024, 149.13865)"
MOBILE SPEED CAMERA,0013C,"Hindmarsh Dr, Symonston ACT 2609, Australia","(-35.34457, 149.14973)"
MOBILE SPEED CAMERA,0006E,"400 Coppins Crossing Rd, Molonglo Valley ACT 2611, Australia","(-35.27484, 149.04666)"
MOBILE SPEED CAMERA,0264A,"23 Fremantle Dr, Stirling ACT 2611, Australia","(-35.35053, 149.049679)"
MOBILE SPEED CAMERA,4004C,"224 Flemington Rd, Harrison ACT 2914, Australia","(-35.196372, 149.150503)"
MOBILE SPEED CAMERA,4003A,"240 Cotter Road, ACT 2611, Australia","(-35.315765, 149.076981)"
MOBILE SPEED CAMERA,4004A,"95 Flemington Rd, Lyneham ACT 2602, Australia","(-35.222296, 149.1441)"
MOBILE SPEED CAMERA,4004B,"138 Flemington Rd, Harrison ACT 2914, Australia","(-35.204635, 149.14805)"
FIXED ONLY SPEED CAMERA,1026S,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,"(-35.19198, 149.08327)"
POINT TO POINT CAMERA,2006/2007,ATHLLON DRIVE SOUTHBOUND BETWEEN BEASLEY STREET AND DRAKEFORD DRIVE,"(-35.395173, 149.074769)"
POINT TO POINT CAMERA,2005/2008,ATHLLON DRIVE NORTHBOUND BETWEEN DRAKEFORD DRIVE AND BEASLEY STREET,"(-35.373625, 149.092969)"
FIXED ONLY SPEED CAMERA,1026N,BARTON HIGHWAY BETWEEN CURRAN DRIVE AND GOLD CREEK ROAD,"(-35.19213, 149.08327)"
MOBILE SPEED CAMERA,0277A,Boldrewood Street Turner,"(-35.27022, 149.11677)"
MOBILE SPEED CAMERA,0211E,66 Lachlan Street Macquarie,"(-35.24955, 149.062629)"
MOBILE SPEED CAMERA,0275A,O’Halloran Circ Kambah                 ,"(-35.396254, 149.062129)"
MOBILE SPEED CAMERA,3063,O’Halloran Circ Kambah                 ,"(-35.393191, 149.066987)"
MOBILE SPEED CAMERA,3064A,Bennelong Cres Macquarie,"(-35.250633, 149.058803)"
MOBILE SPEED CAMERA,0211D,102 Lachlan Street Macquarie,"(-35.247622, 149.059273)"
MOBILE SPEED CAMERA,0274B,Blackwood Terrace Holder            ,"(-35.336263, 149.04145)"
MOBILE SPEED CAMERA,0275B,O’Halloran Circ Kambah                 ,"(-35.393191, 149.066987)"
MOBILE SPEED CAMERA,0274A,Blackwood Terrace Holder            ,"(-35.335538, 149.046653)"
MOBILE SPEED CAMERA,3062,Badimara Street Waramanga,"(-35.355139, 149.053829)"
MOBILE SPEED CAMERA,0276A,Froggartt Street Turner,"(-35.268, 149.119417)"
MOBILE SPEED CAMERA,0286,6 Eyre Street Kingston ACT 2604 Australia,"(-35.319037, 149.139831)"
MOBILE SPEED CAMERA,3072,Langdon Ave Wanniassa ACT 2903 Australia,"(-35.394284, 149.096534)"
MOBILE SPEED CAMERA,0283,80 Macfarland Crescent Chifley ACT 2606 Australia,"(-35.361179, 149.077721)"
MOBILE SPEED CAMERA,0285,Julia Flynn Ave Isaacs ACT  2607 Australia,"(-35.370261, 149.111549)"
MOBILE SPEED CAMERA,0171A,"25 Wentworth Ave, Kingston ACT 2604, Australia","(-35.3134136, 149.1437952)"
MOBILE SPEED CAMERA,0287,39 Weston Street Yarralumla ACT 2600 Australia,"(-35.309907, 149.103051)"
MOBILE SPEED CAMERA,0284,76 Lambrigg St Farrer ACT 2607 Australia,"(-35.377041, 149.102869)"
MOBILE SPEED CAMERA,3069,24 Wirraway Cres Scullin ACT 2614 Australia,"(-35.232279, 149.037351)"
MOBILE SPEED CAMERA,3071,30 Bindel Street Aranda ACT 2614 Australia,"(-35.254563, 149.076254)"
MOBILE SPEED CAMERA,0012K,"Gungahlin Dr, Gungahlin ACT 2912, Australia","(-35.19227853, 149.1265005)"
